Link_ID,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
1402,143.0,83.0,55.0,47.0,59.0,153.0,472.0,864.0,1.0,0.0,0.0,1223.0,1196.0,1217.0,1323.0,1379.0,1380.0,992.0,636.0,468.0,412.0,322.0,236.0
1413,157.0,99.0,78.0,69.0,78.0,160.0,444.0,770.0,1.0,0.0,0.0,1030.0,1015.0,1047.0,1131.0,1190.0,1180.0,903.0,579.0,430.0,381.0,314.0,244.0
1422,83.0,51.0,34.0,28.0,35.0,87.0,273.0,492.0,1.0,0.0,0.0,629.0,609.0,616.0,678.0,703.0,700.0,566.0,397.0,297.0,251.0,189.0,131.0
1470,774.0,510.0,381.0,322.0,321.0,561.0,1517.0,1948.0,1.0,0.0,0.0,2262.0,2237.0,2277.0,2512.0,2746.0,2931.0,2681.0,1982.0,1523.0,1460.0,1430.0,1158.0
1502,703.0,472.0,344.0,282.0,257.0,387.0,983.0,1416.0,1.0,0.0,0.0,1802.0,1774.0,1801.0,1883.0,1965.0,1889.0,1835.0,1562.0,1276.0,1222.0,1214.0,1017.0
1536,629.0,427.0,309.0,252.0,224.0,353.0,907.0,1318.0,1.0,0.0,0.0,1622.0,1594.0,1624.0,1743.0,1832.0,1840.0,1733.0,1439.0,1147.0,1102.0,1089.0,906.0
1537,629.0,427.0,309.0,252.0,224.0,353.0,907.0,1318.0,1.0,0.0,0.0,1622.0,1594.0,1624.0,1743.0,1832.0,1840.0,1733.0,1439.0,1147.0,1102.0,1089.0,906.0
1570,431.0,300.0,209.0,164.0,133.0,198.0,525.0,852.0,1.0,0.0,0.0,1078.0,1040.0,1060.0,1123.0,1166.0,1185.0,1108.0,944.0,749.0,725.0,714.0,605.0
1579,404.0,283.0,201.0,160.0,130.0,185.0,476.0,808.0,1.0,0.0,0.0,987.0,960.0,971.0,1033.0,1092.0,1097.0,1002.0,860.0,689.0,666.0,657.0,557.0
1595,350.0,241.0,168.0,131.0,105.0,154.0,398.0,679.0,1.0,0.0,0.0,831.0,827.0,835.0,922.0,969.0,997.0,937.0,784.0,619.0,601.0,581.0,488.0
1637,227.0,124.0,87.0,80.0,124.0,358.0,883.0,1189.0,1.0,0.0,0.0,1508.0,1481.0,1507.0,1661.0,1700.0,1738.0,1352.0,968.0,708.0,621.0,488.0,371.0
1658,145.0,82.0,57.0,53.0,83.0,245.0,547.0,706.0,1.0,0.0,0.0,886.0,878.0,917.0,994.0,1049.0,1090.0,833.0,579.0,445.0,397.0,314.0,236.0
1669,185.0,102.0,71.0,66.0,104.0,306.0,679.0,892.0,1.0,0.0,0.0,1083.0,1082.0,1121.0,1216.0,1268.0,1296.0,1008.0,725.0,555.0,490.0,387.0,296.0
2267,129.0,76.0,55.0,49.0,69.0,186.0,459.0,666.0,1.0,0.0,0.0,929.0,908.0,927.0,987.0,1012.0,1005.0,780.0,577.0,434.0,364.0,278.0,211.0
2742,85.0,50.0,39.0,40.0,74.0,241.0,576.0,727.0,1.0,0.0,0.0,802.0,787.0,830.0,951.0,970.0,928.0,572.0,358.0,262.0,222.0,185.0,142.0
3024,32.0,16.0,10.0,9.0,16.0,54.0,150.0,224.0,1.0,0.0,0.0,320.0,313.0,328.0,372.0,398.0,404.0,311.0,201.0,137.0,104.0,80.0,53.0
3073,47.0,24.0,13.0,13.0,25.0,86.0,245.0,329.0,1.0,0.0,0.0,423.0,415.0,439.0,500.0,546.0,550.0,424.0,278.0,192.0,149.0,116.0,75.0
3117,31.0,16.0,9.0,9.0,17.0,59.0,162.0,224.0,1.0,0.0,0.0,296.0,290.0,307.0,351.0,377.0,378.0,289.0,188.0,129.0,99.0,76.0,50.0
3148,21.0,11.0,6.0,6.0,11.0,39.0,106.0,147.0,1.0,0.0,0.0,199.0,194.0,206.0,236.0,253.0,255.0,195.0,126.0,87.0,67.0,51.0,34.0
3370,89.0,68.0,55.0,55.0,72.0,131.0,284.0,382.0,1.0,0.0,0.0,445.0,439.0,452.0,472.0,482.0,496.0,395.0,264.0,193.0,167.0,149.0,111.0
3381,82.0,59.0,48.0,47.0,60.0,106.0,236.0,350.0,1.0,0.0,0.0,400.0,400.0,414.0,443.0,462.0,503.0,378.0,227.0,162.0,143.0,135.0,105.0
3414,153.0,111.0,89.0,85.0,103.0,165.0,382.0,593.0,1.0,0.0,0.0,604.0,594.0,617.0,677.0,721.0,804.0,621.0,393.0,290.0,255.0,245.0,202.0
3447,187.0,138.0,114.0,111.0,141.0,238.0,570.0,869.0,1.0,0.0,0.0,841.0,830.0,850.0,921.0,971.0,1065.0,826.0,527.0,378.0,328.0,312.0,249.0
3458,187.0,138.0,114.0,111.0,141.0,238.0,570.0,869.0,1.0,0.0,0.0,841.0,830.0,850.0,921.0,971.0,1065.0,826.0,527.0,378.0,328.0,312.0,249.0
3480,179.0,133.0,109.0,107.0,136.0,232.0,559.0,857.0,1.0,0.0,0.0,817.0,806.0,823.0,891.0,938.0,1025.0,797.0,511.0,366.0,317.0,302.0,240.0
3491,185.0,135.0,110.0,109.0,139.0,237.0,558.0,901.0,1.0,0.0,0.0,818.0,803.0,825.0,888.0,947.0,1038.0,790.0,508.0,367.0,321.0,309.0,248.0
3637,291.0,170.0,118.0,98.0,112.0,268.0,853.0,1386.0,1.0,0.0,0.0,1552.0,1540.0,1571.0,1804.0,1914.0,1947.0,1582.0,1212.0,989.0,825.0,638.0,476.0
3704,147.0,86.0,59.0,49.0,55.0,128.0,407.0,672.0,1.0,0.0,0.0,806.0,770.0,784.0,894.0,983.0,989.0,777.0,591.0,485.0,408.0,317.0,240.0
3725,170.0,100.0,67.0,54.0,63.0,148.0,503.0,804.0,1.0,0.0,0.0,895.0,887.0,913.0,1038.0,1099.0,1100.0,892.0,691.0,573.0,472.0,370.0,287.0
3850,23.0,13.0,9.0,14.0,25.0,71.0,223.0,260.0,1.0,0.0,0.0,366.0,368.0,397.0,455.0,481.0,432.0,309.0,190.0,134.0,100.0,65.0,44.0
3883,10.0,6.0,4.0,5.0,10.0,30.0,110.0,108.0,1.0,0.0,0.0,155.0,155.0,165.0,208.0,207.0,186.0,135.0,85.0,61.0,45.0,28.0,18.0
4081,19.0,12.0,11.0,16.0,31.0,66.0,128.0,198.0,1.0,0.0,0.0,315.0,309.0,322.0,355.0,362.0,312.0,210.0,138.0,100.0,77.0,52.0,33.0
4103,13.0,8.0,7.0,11.0,24.0,50.0,102.0,147.0,1.0,0.0,0.0,202.0,204.0,218.0,237.0,241.0,207.0,135.0,86.0,62.0,48.0,34.0,23.0
4322,63.0,40.0,28.0,24.0,37.0,96.0,301.0,465.0,1.0,0.0,0.0,838.0,800.0,807.0,874.0,919.0,928.0,663.0,435.0,326.0,240.0,157.0,98.0
4328,47.0,30.0,21.0,21.0,26.0,71.0,199.0,339.0,1.0,0.0,0.0,660.0,633.0,632.0,703.0,721.0,681.0,505.0,340.0,244.0,180.0,115.0,70.0
4420,22.0,16.0,12.0,13.0,17.0,30.0,59.0,98.0,1.0,0.0,0.0,166.0,164.0,176.0,195.0,193.0,179.0,128.0,88.0,71.0,54.0,41.0,29.0
4626,192.0,118.0,88.0,80.0,84.0,171.0,413.0,568.0,1.0,0.0,0.0,599.0,598.0,636.0,698.0,752.0,827.0,724.0,537.0,403.0,365.0,345.0,288.0
4664,459.0,280.0,207.0,184.0,186.0,350.0,881.0,1248.0,1.0,0.0,0.0,1309.0,1286.0,1356.0,1474.0,1575.0,1691.0,1576.0,1246.0,925.0,824.0,839.0,714.0
4815,159.0,92.0,59.0,51.0,75.0,211.0,597.0,1023.0,1.0,0.0,0.0,958.0,941.0,989.0,1134.0,1239.0,1335.0,1062.0,679.0,524.0,462.0,380.0,266.0
4898,214.0,128.0,87.0,81.0,122.0,426.0,968.0,1414.0,1.0,0.0,0.0,1196.0,1142.0,1182.0,1356.0,1447.0,1596.0,1280.0,835.0,621.0,548.0,460.0,340.0
4931,3.0,2.0,2.0,3.0,7.0,18.0,36.0,53.0,1.0,0.0,0.0,103.0,103.0,107.0,113.0,103.0,86.0,63.0,43.0,28.0,16.0,9.0,5.0
4986,9.0,5.0,5.0,8.0,19.0,47.0,91.0,133.0,1.0,0.0,0.0,228.0,229.0,239.0,250.0,245.0,211.0,152.0,105.0,68.0,43.0,26.0,15.0
5426,352.0,206.0,135.0,112.0,148.0,315.0,776.0,1195.0,1.0,0.0,0.0,1329.0,1322.0,1363.0,1498.0,1610.0,1688.0,1428.0,1106.0,888.0,768.0,655.0,523.0
5466,269.0,162.0,108.0,91.0,111.0,219.0,548.0,893.0,1.0,0.0,0.0,998.0,998.0,1032.0,1135.0,1237.0,1306.0,1082.0,815.0,647.0,568.0,486.0,395.0
5543,360.0,215.0,145.0,120.0,151.0,314.0,850.0,1372.0,1.0,0.0,0.0,1518.0,1508.0,1538.0,1690.0,1808.0,1892.0,1560.0,1152.0,909.0,792.0,673.0,537.0
5565,310.0,188.0,127.0,105.0,123.0,237.0,622.0,1059.0,1.0,0.0,0.0,1315.0,1290.0,1317.0,1468.0,1573.0,1641.0,1316.0,968.0,761.0,671.0,569.0,457.0
5663,273.0,157.0,102.0,82.0,108.0,235.0,705.0,1213.0,1.0,0.0,0.0,1235.0,1232.0,1252.0,1381.0,1492.0,1597.0,1310.0,957.0,735.0,625.0,531.0,423.0
5675,331.0,193.0,123.0,101.0,131.0,284.0,847.0,1498.0,1.0,0.0,0.0,1651.0,1625.0,1661.0,1840.0,1987.0,2164.0,1720.0,1181.0,899.0,791.0,663.0,504.0
5680,332.0,192.0,127.0,104.0,127.0,325.0,893.0,1355.0,1.0,0.0,0.0,1751.0,1723.0,1748.0,1884.0,1994.0,2068.0,1700.0,1235.0,918.0,807.0,688.0,523.0
5801,316.0,183.0,120.0,99.0,121.0,311.0,854.0,1287.0,1.0,0.0,0.0,1666.0,1638.0,1664.0,1795.0,1903.0,1975.0,1622.0,1177.0,874.0,769.0,654.0,497.0
5895,146.0,85.0,56.0,46.0,57.0,152.0,402.0,601.0,1.0,0.0,0.0,798.0,787.0,801.0,871.0,908.0,931.0,757.0,555.0,413.0,357.0,301.0,233.0
5900,151.0,88.0,59.0,48.0,56.0,145.0,438.0,681.0,1.0,0.0,0.0,785.0,771.0,795.0,873.0,916.0,914.0,733.0,546.0,403.0,344.0,289.0,231.0
6899,6.0,3.0,3.0,4.0,6.0,12.0,20.0,29.0,1.0,0.0,0.0,59.0,59.0,61.0,65.0,65.0,55.0,41.0,27.0,20.0,15.0,11.0,9.0
6977,8.0,4.0,5.0,6.0,10.0,24.0,48.0,64.0,1.0,0.0,0.0,91.0,102.0,105.0,105.0,93.0,64.0,42.0,29.0,23.0,17.0,12.0,9.0
6989,17.0,13.0,10.0,12.0,16.0,35.0,70.0,119.0,1.0,0.0,0.0,226.0,227.0,229.0,240.0,245.0,217.0,153.0,103.0,73.0,60.0,43.0,27.0
6990,17.0,12.0,9.0,10.0,14.0,28.0,58.0,97.0,1.0,0.0,0.0,184.0,186.0,193.0,201.0,206.0,179.0,126.0,87.0,63.0,52.0,39.0,26.0
7045,46.0,34.0,29.0,32.0,47.0,91.0,174.0,281.0,1.0,0.0,0.0,521.0,523.0,541.0,564.0,569.0,504.0,356.0,242.0,182.0,143.0,104.0,70.0
7082,26.0,19.0,17.0,20.0,26.0,56.0,99.0,159.0,1.0,0.0,0.0,293.0,298.0,309.0,319.0,320.0,291.0,206.0,136.0,101.0,85.0,66.0,42.0
7088,15.0,11.0,10.0,11.0,15.0,30.0,57.0,92.0,1.0,0.0,0.0,171.0,172.0,177.0,185.0,186.0,165.0,117.0,79.0,59.0,47.0,34.0,23.0
7089,15.0,11.0,10.0,11.0,15.0,30.0,57.0,92.0,1.0,0.0,0.0,171.0,172.0,177.0,185.0,186.0,165.0,117.0,79.0,59.0,47.0,34.0,23.0
7146,16.0,12.0,10.0,11.0,16.0,32.0,60.0,98.0,1.0,0.0,0.0,181.0,182.0,188.0,196.0,198.0,175.0,124.0,84.0,63.0,49.0,36.0,24.0
7171,15.0,11.0,9.0,10.0,15.0,29.0,55.0,88.0,1.0,0.0,0.0,164.0,165.0,170.0,177.0,179.0,159.0,112.0,76.0,57.0,45.0,33.0,22.0
7191,13.0,10.0,8.0,9.0,14.0,27.0,51.0,82.0,1.0,0.0,0.0,152.0,153.0,158.0,164.0,166.0,147.0,104.0,71.0,53.0,42.0,30.0,20.0
7253,30.0,22.0,19.0,20.0,29.0,64.0,105.0,167.0,1.0,0.0,0.0,350.0,345.0,353.0,376.0,372.0,333.0,234.0,160.0,118.0,90.0,66.0,43.0
7382,99.0,64.0,44.0,42.0,52.0,116.0,269.0,450.0,1.0,0.0,0.0,979.0,952.0,942.0,1017.0,1017.0,1003.0,765.0,541.0,414.0,316.0,222.0,157.0
7597,222.0,148.0,110.0,117.0,184.0,487.0,993.0,1335.0,1.0,0.0,0.0,1898.0,1876.0,1980.0,2143.0,2241.0,2246.0,1693.0,1212.0,944.0,777.0,557.0,354.0
7683,168.0,101.0,72.0,73.0,117.0,302.0,629.0,772.0,1.0,0.0,0.0,1330.0,1281.0,1328.0,1422.0,1552.0,1621.0,1235.0,845.0,637.0,501.0,366.0,256.0
7727,135.0,95.0,98.0,169.0,407.0,935.0,1477.0,1472.0,1.0,0.0,0.0,1431.0,1480.0,1583.0,1706.0,1770.0,1679.0,1211.0,811.0,620.0,479.0,341.0,206.0
7765,214.0,134.0,120.0,167.0,345.0,763.0,1316.0,1474.0,1.0,0.0,0.0,1617.0,1634.0,1792.0,2009.0,2134.0,1998.0,1497.0,980.0,741.0,600.0,482.0,351.0
7831,234.0,146.0,131.0,183.0,377.0,836.0,1441.0,1612.0,1.0,0.0,0.0,1766.0,1785.0,1956.0,2193.0,2329.0,2181.0,1633.0,1070.0,809.0,655.0,525.0,383.0
7842,234.0,146.0,131.0,183.0,377.0,836.0,1441.0,1612.0,1.0,0.0,0.0,1766.0,1785.0,1956.0,2193.0,2329.0,2181.0,1633.0,1070.0,809.0,655.0,525.0,383.0
7876,203.0,127.0,114.0,158.0,328.0,726.0,1251.0,1399.0,1.0,0.0,0.0,1532.0,1549.0,1697.0,1902.0,2021.0,1892.0,1417.0,928.0,702.0,568.0,455.0,332.0
7896,261.0,162.0,144.0,199.0,412.0,956.0,1682.0,1858.0,1.0,0.0,0.0,2038.0,2061.0,2250.0,2526.0,2690.0,2521.0,1894.0,1219.0,918.0,733.0,584.0,429.0
8016,617.0,383.0,342.0,461.0,924.0,2105.0,3702.0,4088.0,1.0,0.0,0.0,4398.0,4444.0,4886.0,5500.0,5814.0,5513.0,4184.0,2740.0,2088.0,1723.0,1389.0,1008.0
8049,696.0,425.0,368.0,454.0,801.0,1808.0,3572.0,3976.0,1.0,0.0,0.0,4186.0,4228.0,4653.0,5307.0,5656.0,5526.0,4237.0,2790.0,2142.0,1808.0,1507.0,1135.0
8157,285.0,177.0,136.0,130.0,170.0,382.0,1017.0,1393.0,1.0,0.0,0.0,1463.0,1465.0,1545.0,1726.0,1851.0,1885.0,1400.0,961.0,751.0,663.0,555.0,443.0
8190,217.0,132.0,96.0,90.0,119.0,275.0,750.0,1061.0,1.0,0.0,0.0,1151.0,1160.0,1220.0,1373.0,1474.0,1535.0,1111.0,762.0,595.0,526.0,424.0,342.0
8234,188.0,113.0,86.0,80.0,102.0,225.0,574.0,850.0,1.0,0.0,0.0,917.0,918.0,959.0,1103.0,1181.0,1213.0,921.0,646.0,499.0,433.0,369.0,286.0
8266,293.0,193.0,148.0,136.0,167.0,303.0,748.0,1048.0,1.0,0.0,0.0,1191.0,1195.0,1252.0,1394.0,1469.0,1515.0,1235.0,869.0,691.0,622.0,542.0,432.0
8276,263.0,160.0,111.0,101.0,132.0,283.0,743.0,1056.0,1.0,0.0,0.0,1207.0,1214.0,1271.0,1438.0,1544.0,1568.0,1237.0,875.0,681.0,599.0,509.0,403.0
8308,211.0,130.0,92.0,83.0,103.0,223.0,603.0,890.0,1.0,0.0,0.0,976.0,988.0,1029.0,1159.0,1235.0,1263.0,980.0,704.0,549.0,486.0,408.0,324.0
8330,206.0,126.0,94.0,87.0,111.0,241.0,636.0,913.0,1.0,0.0,0.0,990.0,995.0,1045.0,1184.0,1270.0,1301.0,989.0,692.0,541.0,476.0,399.0,318.0
8363,244.0,157.0,114.0,100.0,116.0,237.0,641.0,860.0,1.0,0.0,0.0,998.0,1007.0,1035.0,1140.0,1194.0,1217.0,990.0,736.0,593.0,536.0,466.0,370.0
300,30.0,24.0,19.0,16.0,14.0,19.0,34.0,51.0,1.0,0.0,0.0,101.0,103.0,106.0,105.0,103.0,95.0,77.0,62.0,54.0,48.0,43.0,37.0
306,33.0,25.0,20.0,18.0,18.0,29.0,58.0,86.0,1.0,0.0,0.0,147.0,151.0,155.0,160.0,158.0,147.0,117.0,89.0,74.0,65.0,54.0,43.0
307,47.0,37.0,28.0,24.0,22.0,34.0,64.0,99.0,1.0,0.0,0.0,205.0,205.0,207.0,217.0,212.0,198.0,154.0,116.0,98.0,85.0,72.0,60.0
315,28.0,21.0,17.0,15.0,15.0,25.0,49.0,72.0,1.0,0.0,0.0,122.0,125.0,129.0,132.0,131.0,121.0,96.0,73.0,61.0,54.0,45.0,36.0
317,33.0,27.0,20.0,16.0,15.0,23.0,42.0,65.0,1.0,0.0,0.0,118.0,121.0,125.0,126.0,125.0,115.0,93.0,71.0,60.0,54.0,47.0,40.0
318,41.0,32.0,25.0,21.0,20.0,29.0,56.0,89.0,1.0,0.0,0.0,160.0,166.0,170.0,172.0,172.0,161.0,128.0,96.0,80.0,72.0,61.0,51.0
320,67.0,50.0,40.0,33.0,35.0,55.0,114.0,181.0,1.0,0.0,0.0,338.0,345.0,344.0,366.0,347.0,325.0,260.0,198.0,164.0,143.0,112.0,87.0
324,166.0,128.0,101.0,88.0,94.0,156.0,314.0,532.0,1.0,0.0,0.0,968.0,966.0,958.0,999.0,997.0,952.0,720.0,529.0,426.0,366.0,291.0,226.0
331,27.0,20.0,18.0,18.0,24.0,41.0,71.0,102.0,1.0,0.0,0.0,163.0,170.0,170.0,161.0,132.0,100.0,74.0,64.0,57.0,45.0,38.0,32.0
333,39.0,31.0,25.0,22.0,22.0,32.0,61.0,93.0,1.0,0.0,0.0,166.0,171.0,176.0,179.0,177.0,164.0,131.0,101.0,85.0,74.0,62.0,51.0
337,51.0,39.0,32.0,29.0,30.0,47.0,91.0,136.0,1.0,0.0,0.0,234.0,240.0,249.0,259.0,257.0,238.0,185.0,141.0,116.0,101.0,83.0,66.0
342,52.0,41.0,34.0,31.0,32.0,51.0,102.0,151.0,1.0,0.0,0.0,268.0,273.0,283.0,293.0,292.0,267.0,207.0,154.0,127.0,108.0,88.0,69.0
357,65.0,44.0,39.0,46.0,71.0,133.0,236.0,343.0,1.0,0.0,0.0,462.0,461.0,484.0,537.0,571.0,541.0,393.0,276.0,212.0,168.0,129.0,95.0
359,61.0,41.0,35.0,43.0,71.0,144.0,247.0,331.0,1.0,0.0,0.0,428.0,426.0,453.0,498.0,537.0,506.0,374.0,258.0,197.0,157.0,122.0,91.0
360,39.0,35.0,37.0,59.0,130.0,212.0,311.0,395.0,1.0,0.0,0.0,408.0,420.0,451.0,472.0,460.0,317.0,228.0,183.0,150.0,109.0,76.0,55.0
368,86.0,58.0,50.0,61.0,99.0,202.0,347.0,466.0,1.0,0.0,0.0,602.0,599.0,637.0,700.0,755.0,712.0,527.0,362.0,276.0,220.0,172.0,128.0
375,91.0,61.0,52.0,64.0,104.0,213.0,367.0,493.0,1.0,0.0,0.0,639.0,635.0,674.0,741.0,800.0,755.0,559.0,385.0,293.0,234.0,183.0,137.0
381,98.0,66.0,57.0,69.0,113.0,231.0,397.0,532.0,1.0,0.0,0.0,689.0,685.0,728.0,800.0,863.0,814.0,602.0,414.0,316.0,252.0,197.0,147.0
385,102.0,67.0,56.0,68.0,112.0,229.0,398.0,550.0,1.0,0.0,0.0,739.0,733.0,778.0,858.0,933.0,892.0,669.0,453.0,340.0,265.0,207.0,154.0
386,108.0,74.0,64.0,79.0,129.0,263.0,446.0,592.0,1.0,0.0,0.0,761.0,761.0,810.0,890.0,959.0,904.0,665.0,457.0,349.0,278.0,217.0,161.0
397,209.0,137.0,117.0,148.0,262.0,586.0,992.0,1258.0,1.0,0.0,0.0,1504.0,1491.0,1602.0,1796.0,1969.0,1874.0,1366.0,905.0,691.0,552.0,433.0,320.0
406,126.0,80.0,66.0,75.0,125.0,258.0,475.0,654.0,1.0,0.0,0.0,847.0,832.0,880.0,976.0,1051.0,1008.0,768.0,536.0,416.0,338.0,264.0,195.0
411,472.0,363.0,291.0,252.0,262.0,425.0,835.0,1241.0,1.0,0.0,0.0,2095.0,2151.0,2218.0,2271.0,2248.0,2083.0,1655.0,1259.0,1053.0,924.0,763.0,616.0
416,255.0,181.0,139.0,124.0,149.0,293.0,685.0,1042.0,1.0,0.0,0.0,1431.0,1402.0,1407.0,1424.0,1410.0,1338.0,1110.0,838.0,689.0,586.0,469.0,363.0
419,373.0,269.0,214.0,192.0,213.0,364.0,762.0,1121.0,1.0,0.0,0.0,1821.0,1854.0,1900.0,1954.0,1923.0,1801.0,1451.0,1110.0,936.0,822.0,662.0,515.0
421,329.0,224.0,171.0,158.0,202.0,375.0,824.0,1181.0,1.0,0.0,0.0,1734.0,1715.0,1721.0,1770.0,1789.0,1739.0,1431.0,1090.0,915.0,793.0,632.0,484.0
424,259.0,176.0,140.0,132.0,169.0,285.0,599.0,838.0,1.0,0.0,0.0,1094.0,1086.0,1099.0,1150.0,1175.0,1161.0,1013.0,780.0,648.0,591.0,484.0,368.0
7480,1018.0,621.0,449.0,425.0,605.0,1564.0,3560.0,4578.0,1.0,0.0,0.0,4707.0,4697.0,4915.0,5472.0,5800.0,6218.0,5248.0,3557.0,2617.0,2308.0,1981.0,1595.0
8212,1174.0,760.0,538.0,474.0,629.0,1529.0,3599.0,4683.0,1.0,0.0,0.0,4810.0,4788.0,4860.0,5309.0,5801.0,6329.0,5450.0,3774.0,2740.0,2417.0,2080.0,1728.0
8622,1141.0,697.0,504.0,478.0,686.0,1782.0,4052.0,5189.0,1.0,0.0,0.0,5316.0,5301.0,5541.0,6162.0,6533.0,7008.0,5912.0,4007.0,2947.0,2598.0,2227.0,1788.0
84,1092.0,667.0,483.0,458.0,657.0,1708.0,3884.0,4973.0,1.0,0.0,0.0,5093.0,5079.0,5308.0,5902.0,6258.0,6714.0,5664.0,3838.0,2823.0,2489.0,2133.0,1713.0
188,1056.0,648.0,470.0,449.0,649.0,1680.0,3810.0,4803.0,1.0,0.0,0.0,4939.0,4918.0,5130.0,5712.0,6012.0,6428.0,5431.0,3699.0,2734.0,2413.0,2067.0,1657.0
296,880.0,539.0,390.0,372.0,540.0,1415.0,3212.0,4085.0,1.0,0.0,0.0,4158.0,4141.0,4319.0,4793.0,5084.0,5461.0,4603.0,3119.0,2292.0,2020.0,1727.0,1381.0
376,552.0,333.0,239.0,232.0,355.0,1010.0,2073.0,2595.0,1.0,0.0,0.0,2709.0,2698.0,2852.0,3208.0,3381.0,3605.0,3027.0,2058.0,1536.0,1354.0,1124.0,877.0
398,466.0,281.0,202.0,196.0,292.0,815.0,1654.0,2089.0,1.0,0.0,0.0,2250.0,2246.0,2382.0,2687.0,2833.0,3005.0,2511.0,1700.0,1273.0,1121.0,934.0,737.0
